Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
27/5/2007,10:24:00,0.488,0.060,232.750,2.200,0.000,2.000,0.000
27/5/2007,19:04:00,1.804,0.122,232.000,7.800,1.000,1.000,16.000
27/5/2007,19:16:00,2.116,0.190,236.040,9.000,0.000,0.000,17.000
27/5/2007,22:05:00,4.028,0.046,231.530,17.400,36.000,1.000,16.000
28/5/2007,19:49:00,2.076,0.078,234.070,8.800,0.000,0.000,17.000
28/5/2007,22:12:00,0.808,0.246,237.550,3.400,1.000,2.000,0.000
29/5/2007,00:46:00,0.394,0.172,236.320,1.800,0.000,0.000,0.000
29/5/2007,09:02:00,1.804,0.058,231.970,7.800,0.000,0.000,17.000
29/5/2007,10:36:00,0.704,0.052,233.930,3.200,0.000,0.000,0.000
29/5/2007,11:57:00,0.846,0.080,234.200,3.800,0.000,1.000,0.000
29/5/2007,15:46:00,0.298,0.084,236.360,1.200,0.000,1.000,0.000
30/5/2007,03:10:00,0.282,0.060,235.340,1.200,0.000,2.000,0.000
30/5/2007,09:42:00,1.222,0.046,233.440,5.200,0.000,0.000,17.000
30/5/2007,10:09:00,1.204,0.050,230.640,5.200,0.000,0.000,16.000
30/5/2007,15:36:00,2.54,0.054,233.800,10.800,0.000,37.000,0.000
30/5/2007,18:41:00,0.394,0.098,236.240,1.800,0.000,0.000,0.000
30/5/2007,21:47:00,1.678,0.000,234.910,7.200,1.000,0.000,0.000
31/5/2007,00:42:00,0.288,0.050,233.430,1.200,0.000,1.000,0.000
31/5/2007,23:10:00,0.368,0.100,238.320,1.600,0.000,0.000,0.000
1/6/2007,00:10:00,0.466,0.296,237.180,2.200,0.000,1.000,0.000
1/6/2007,03:21:00,0.294,0.062,234.800,1.200,0.000,2.000,0.000
1/6/2007,07:50:00,1.284,0.048,233.200,5.400,0.000,0.000,16.000
1/6/2007,09:06:00,1.31,0.072,232.740,5.600,0.000,0.000,17.000
1/6/2007,17:46:00,0.376,0.090,235.420,1.600,0.000,0.000,0.000
1/6/2007,19:42:00,0.306,0.088,237.430,1.200,0.000,1.000,0.000
1/6/2007,22:53:00,0.45,0.230,239.540,2.000,0.000,0.000,0.000
2/6/2007,07:09:00,0.3,0.082,236.040,1.200,0.000,1.000,0.000
2/6/2007,08:51:00,0.344,0.046,234.440,1.600,0.000,0.000,0.000
2/6/2007,10:51:00,1.4,0.258,231.660,6.000,1.000,0.000,0.000
2/6/2007,15:16:00,1.414,0.156,233.800,6.000,0.000,0.000,17.000
2/6/2007,15:18:00,1.404,0.162,233.990,6.000,0.000,0.000,17.000
2/6/2007,17:04:00,1.344,0.064,233.220,5.800,0.000,0.000,17.000
2/6/2007,17:47:00,1.776,0.398,231.680,7.800,1.000,0.000,16.000
2/6/2007,18:13:00,1.698,0.390,233.260,7.400,1.000,1.000,16.000
2/6/2007,21:38:00,0.434,0.166,234.860,2.000,0.000,1.000,0.000
2/6/2007,22:27:00,0.29,0.052,231.630,1.200,0.000,0.000,0.000
2/6/2007,23:04:00,0.55,0.296,236.150,2.600,0.000,1.000,0.000
2/6/2007,23:29:00,0.302,0.000,238.000,1.200,0.000,0.000,0.000
2/6/2007,23:33:00,0.302,0.000,238.130,1.200,0.000,0.000,0.000
3/6/2007,03:08:00,0.226,0.000,239.830,1.000,0.000,0.000,0.000
3/6/2007,09:29:00,0.342,0.000,235.950,1.600,0.000,0.000,0.000
4/6/2007,13:41:00,0.28,0.100,234.820,1.200,0.000,0.000,0.000
4/6/2007,14:41:00,0.258,0.076,235.670,1.000,0.000,0.000,0.000
4/6/2007,15:31:00,0.436,0.330,237.990,2.200,0.000,1.000,0.000
5/6/2007,04:32:00,0.258,0.092,235.570,1.000,0.000,1.000,0.000
5/6/2007,05:07:00,0.188,0.000,236.240,0.800,0.000,0.000,0.000
5/6/2007,05:35:00,0.332,0.130,235.130,1.600,0.000,0.000,0.000
5/6/2007,08:21:00,1.254,0.092,231.300,5.400,0.000,1.000,16.000
5/6/2007,09:45:00,0.348,0.152,234.150,1.600,0.000,0.000,0.000
5/6/2007,10:07:00,0.186,0.000,234.120,0.800,0.000,0.000,0.000
5/6/2007,10:29:00,1.248,0.154,232.210,7.000,15.000,0.000,0.000
5/6/2007,17:15:00,0.292,0.068,235.690,1.200,0.000,0.000,0.000
5/6/2007,18:36:00,0.444,0.080,236.070,2.000,0.000,0.000,0.000
5/6/2007,21:04:00,0.99,0.324,235.470,4.800,1.000,0.000,0.000
5/6/2007,22:59:00,3.212,0.166,236.290,13.600,2.000,1.000,17.000
6/6/2007,00:42:00,1.244,0.000,233.320,5.200,0.000,0.000,16.000
6/6/2007,03:33:00,0.178,0.048,236.440,0.800,0.000,0.000,0.000
6/6/2007,09:47:00,1.494,0.182,231.720,6.600,0.000,1.000,16.000
6/6/2007,09:48:00,1.35,0.184,231.980,5.800,0.000,2.000,17.000
6/6/2007,14:12:00,0.354,0.062,235.170,1.400,0.000,0.000,0.000
6/6/2007,16:06:00,2.666,0.058,234.270,11.200,36.000,0.000,0.000
6/6/2007,22:43:00,1.544,0.268,236.350,6.600,1.000,0.000,17.000
7/6/2007,02:41:00,0.184,0.000,235.460,0.800,0.000,0.000,0.000
7/6/2007,03:34:00,0.336,0.192,234.570,1.600,0.000,1.000,0.000
7/6/2007,05:38:00,0.24,0.052,234.490,1.000,0.000,0.000,0.000
7/6/2007,06:00:00,0.178,0.000,238.800,0.800,0.000,0.000,0.000
7/6/2007,08:49:00,1.182,0.000,232.640,5.000,0.000,0.000,17.000
7/6/2007,08:59:00,1.166,0.000,230.980,5.000,0.000,0.000,16.000
7/6/2007,12:15:00,0.182,0.000,232.460,0.800,0.000,0.000,0.000
7/6/2007,14:19:00,0.42,0.294,232.170,2.200,0.000,2.000,0.000
7/6/2007,21:42:00,2.528,0.000,234.050,10.800,37.000,0.000,0.000
8/6/2007,00:14:00,0.356,0.196,239.020,1.600,0.000,1.000,0.000
8/6/2007,03:45:00,0.416,0.280,235.020,2.000,0.000,1.000,0.000
8/6/2007,04:47:00,0.268,0.066,234.740,1.200,0.000,0.000,0.000
8/6/2007,07:39:00,4.8,0.104,226.760,21.400,0.000,0.000,17.000
8/6/2007,11:37:00,1.468,0.180,234.290,6.200,0.000,2.000,16.000
8/6/2007,17:59:00,3.076,0.242,236.180,13.600,21.000,4.000,17.000
8/6/2007,22:44:00,0.38,0.112,241.960,1.600,0.000,0.000,0.000
8/6/2007,23:51:00,0.402,0.122,244.990,1.600,0.000,0.000,0.000
9/6/2007,01:14:00,0.266,0.094,243.770,1.200,0.000,0.000,0.000
9/6/2007,05:47:00,0.34,0.156,242.540,1.600,0.000,0.000,0.000
9/6/2007,06:34:00,0.272,0.088,241.570,1.200,0.000,0.000,0.000
9/6/2007,20:09:00,1.27,0.110,238.240,5.200,0.000,0.000,17.000
9/6/2007,21:52:00,1.37,0.114,241.440,5.600,0.000,0.000,17.000
9/6/2007,23:00:00,1.342,0.190,240.810,5.600,0.000,0.000,0.000
9/6/2007,23:31:00,0.672,0.456,241.780,3.400,0.000,1.000,0.000
10/6/2007,00:54:00,0.228,0.062,242.410,1.000,0.000,0.000,0.000
10/6/2007,01:26:00,0.386,0.260,238.640,2.000,0.000,1.000,0.000
10/6/2007,11:38:00,1.418,0.058,239.760,5.800,0.000,1.000,17.000
10/6/2007,12:33:00,2.262,0.164,240.840,10.200,31.000,0.000,0.000
10/6/2007,15:43:00,0.692,0.104,242.640,2.800,1.000,0.000,0.000
10/6/2007,16:32:00,0.63,0.108,240.730,2.600,0.000,0.000,0.000
10/6/2007,22:44:00,2.018,0.360,240.430,8.400,0.000,1.000,18.000
11/6/2007,02:25:00,0.124,0.000,241.850,0.600,0.000,0.000,0.000
11/6/2007,02:35:00,0.196,0.074,241.820,0.800,0.000,0.000,0.000
11/6/2007,07:56:00,1.314,0.076,237.180,5.400,0.000,0.000,17.000
11/6/2007,14:00:00,0.282,0.250,240.330,1.600,0.000,1.000,0.000
11/6/2007,14:06:00,0.114,0.000,241.400,0.400,0.000,0.000,0.000
11/6/2007,15:13:00,0.184,0.100,240.430,0.800,0.000,0.000,0.000
11/6/2007,16:11:00,0.116,0.000,243.290,0.600,0.000,0.000,0.000
12/6/2007,10:43:00,1.516,0.196,237.870,6.400,0.000,0.000,17.000
12/6/2007,13:09:00,0.264,0.216,239.930,1.400,0.000,1.000,0.000
12/6/2007,15:41:00,0.192,0.108,242.750,0.800,0.000,0.000,0.000
12/6/2007,18:52:00,3.772,0.454,236.690,16.600,52.000,0.000,0.000
12/6/2007,20:11:00,0.532,0.152,242.450,2.200,0.000,0.000,0.000
12/6/2007,21:00:00,0.504,0.206,239.760,2.400,0.000,1.000,0.000
12/6/2007,21:30:00,2.266,0.234,241.440,9.400,0.000,0.000,18.000
12/6/2007,23:34:00,0.64,0.194,241.260,3.000,0.000,0.000,0.000
13/6/2007,01:02:00,0.214,0.122,238.580,1.000,0.000,0.000,0.000
13/6/2007,03:47:00,0.286,0.242,242.460,1.400,0.000,0.000,0.000
13/6/2007,04:45:00,0.21,0.130,241.030,1.000,0.000,0.000,0.000
13/6/2007,17:01:00,0.098,0.000,240.850,0.400,0.000,0.000,0.000
14/6/2007,01:57:00,0.18,0.080,240.650,0.800,0.000,0.000,0.000
14/6/2007,02:01:00,0.176,0.080,240.190,0.800,0.000,0.000,0.000
14/6/2007,02:02:00,0.174,0.080,240.100,0.800,0.000,0.000,0.000
14/6/2007,02:32:00,0.202,0.106,238.980,1.000,0.000,0.000,0.000
14/6/2007,03:55:00,0.186,0.102,241.680,0.800,0.000,1.000,0.000
14/6/2007,05:45:00,0.102,0.000,241.930,0.400,0.000,0.000,0.000
14/6/2007,07:52:00,1.74,0.098,237.300,7.200,0.000,0.000,18.000
14/6/2007,12:27:00,0.218,0.124,239.180,1.000,0.000,0.000,0.000
14/6/2007,16:15:00,0.28,0.230,240.130,1.400,0.000,0.000,0.000
14/6/2007,22:07:00,1.074,0.228,241.030,4.600,0.000,1.000,0.000
14/6/2007,22:28:00,1.158,0.126,242.010,4.800,0.000,1.000,0.000
15/6/2007,06:43:00,1.14,0.000,237.180,4.800,0.000,0.000,17.000
15/6/2007,12:02:00,0.188,0.130,242.140,1.000,0.000,2.000,0.000
15/6/2007,17:18:00,0.302,0.220,241.990,1.400,0.000,1.000,0.000
15/6/2007,17:53:00,0.332,0.296,242.830,1.800,0.000,1.000,0.000
16/6/2007,00:24:00,0.338,0.250,240.940,1.600,0.000,1.000,0.000
16/6/2007,02:20:00,0.334,0.224,238.930,1.600,0.000,0.000,0.000
16/6/2007,03:35:00,0.16,0.000,240.470,0.600,0.000,0.000,0.000
16/6/2007,06:10:00,0.208,0.170,240.330,1.200,0.000,1.000,0.000
16/6/2007,07:04:00,0.586,0.238,239.270,2.600,0.000,1.000,0.000
16/6/2007,09:15:00,1.222,0.000,240.410,5.000,0.000,0.000,18.000
16/6/2007,11:05:00,2.008,0.394,238.090,9.000,0.000,1.000,17.000
16/6/2007,12:19:00,1.604,0.362,238.020,6.800,0.000,1.000,17.000
16/6/2007,20:00:00,4.008,0.148,236.900,16.800,38.000,1.000,18.000
16/6/2007,20:52:00,4.45,0.440,240.260,18.600,39.000,2.000,18.000
16/6/2007,23:55:00,2.074,0.162,239.600,8.600,0.000,1.000,17.000
17/6/2007,10:09:00,1.36,0.054,240.510,5.600,0.000,0.000,18.000
17/6/2007,11:06:00,1.562,0.176,237.850,6.600,0.000,2.000,18.000
17/6/2007,11:31:00,1.46,0.076,237.410,6.000,0.000,0.000,17.000
17/6/2007,14:44:00,1.018,0.124,243.050,4.200,0.000,9.000,0.000
17/6/2007,16:43:00,2.374,0.102,237.480,10.400,0.000,28.000,0.000
17/6/2007,17:01:00,0.83,0.118,241.760,3.600,0.000,0.000,0.000
17/6/2007,19:05:00,4.026,0.358,231.990,17.400,35.000,0.000,17.000
17/6/2007,20:40:00,2.256,0.250,238.460,9.400,1.000,0.000,17.000
17/6/2007,20:54:00,4.094,0.388,240.030,17.000,38.000,0.000,18.000
18/6/2007,13:40:00,0.196,0.128,238.130,1.000,0.000,0.000,0.000
18/6/2007,14:56:00,0.1,0.000,242.650,0.400,0.000,0.000,0.000
18/6/2007,17:33:00,0.268,0.250,243.170,1.400,0.000,0.000,0.000
18/6/2007,17:35:00,0.266,0.252,243.450,1.400,0.000,0.000,0.000
18/6/2007,17:52:00,0.1,0.000,242.800,0.400,0.000,0.000,0.000
18/6/2007,19:38:00,1.154,0.000,239.530,4.800,0.000,0.000,18.000
18/6/2007,20:08:00,2.824,0.322,239.020,11.800,0.000,0.000,0.000
19/6/2007,01:22:00,1.314,0.222,240.000,5.400,0.000,2.000,18.000
19/6/2007,02:34:00,0.158,0.082,238.790,0.600,0.000,0.000,0.000
19/6/2007,05:38:00,0.238,0.206,240.280,1.200,0.000,1.000,0.000
19/6/2007,07:44:00,1.348,0.256,240.330,5.600,1.000,1.000,18.000
19/6/2007,08:12:00,1.286,0.110,238.570,5.400,1.000,2.000,18.000
19/6/2007,10:33:00,0.302,0.000,238.760,1.200,0.000,0.000,0.000
19/6/2007,11:34:00,0.278,0.000,240.220,1.200,0.000,0.000,0.000
19/6/2007,15:40:00,0.204,0.130,241.560,1.000,0.000,0.000,0.000
19/6/2007,16:36:00,0.288,0.252,241.350,1.600,0.000,2.000,0.000
19/6/2007,18:48:00,0.646,0.276,240.490,2.800,0.000,2.000,0.000
19/6/2007,20:05:00,0.61,0.246,244.550,2.600,0.000,0.000,0.000
19/6/2007,22:22:00,0.566,0.140,244.360,2.400,0.000,0.000,0.000
19/6/2007,23:55:00,0.254,0.140,244.120,1.200,0.000,0.000,0.000
20/6/2007,00:21:00,0.164,0.096,245.580,0.800,0.000,0.000,0.000
20/6/2007,03:05:00,0.182,0.110,239.740,0.800,0.000,0.000,0.000
20/6/2007,08:23:00,1.3,0.098,240.860,5.400,1.000,1.000,18.000
20/6/2007,13:48:00,0.344,0.000,239.420,1.800,0.000,0.000,0.000
20/6/2007,15:29:00,2.484,0.318,239.260,10.600,0.000,0.000,18.000
20/6/2007,19:26:00,1.816,0.452,239.820,7.800,0.000,1.000,0.000
16/12/2006,20:22:00,3.3,0.000,232.870,14.000,0.000,0.000,17.000
16/12/2006,23:23:00,1.666,0.052,240.650,8.000,0.000,0.000,0.000
17/12/2006,00:07:00,2.472,0.208,241.620,10.800,0.000,2.000,0.000
17/12/2006,00:10:00,2.608,0.298,239.450,10.800,0.000,1.000,0.000
17/12/2006,00:45:00,2.456,0.076,241.180,10.200,0.000,0.000,0.000
17/12/2006,05:02:00,3.402,0.056,242.730,14.000,0.000,0.000,18.000
17/12/2006,05:17:00,0.338,0.152,246.450,1.600,0.000,0.000,0.000
17/12/2006,05:31:00,2.31,0.048,242.670,9.400,0.000,0.000,0.000
17/12/2006,10:12:00,3.388,0.060,235.990,14.200,0.000,0.000,17.000
17/12/2006,18:15:00,3.612,0.254,236.940,15.200,0.000,0.000,17.000
17/12/2006,20:39:00,3.694,0.314,239.450,15.400,0.000,1.000,18.000
17/12/2006,22:58:00,0.938,0.220,245.500,4.000,0.000,0.000,0.000
17/12/2006,23:04:00,0.566,0.278,245.560,2.600,0.000,0.000,0.000
18/12/2006,06:49:00,1.962,0.146,244.270,8.800,0.000,0.000,0.000
18/12/2006,07:35:00,3.836,0.114,241.520,15.800,0.000,0.000,18.000
18/12/2006,09:27:00,1.346,0.090,238.580,5.600,0.000,0.000,18.000
18/12/2006,09:36:00,1.312,0.082,235.940,5.400,0.000,0.000,17.000
18/12/2006,22:40:00,1.448,0.170,242.580,6.000,0.000,0.000,0.000
19/12/2006,04:13:00,0.346,0.122,243.540,1.600,0.000,2.000,0.000
19/12/2006,09:17:00,1.77,0.212,238.950,7.600,0.000,23.000,0.000
19/12/2006,12:04:00,0.61,0.320,242.230,2.800,0.000,5.000,0.000
19/12/2006,16:00:00,1.404,0.120,244.180,5.600,0.000,0.000,18.000
19/12/2006,17:01:00,1.292,0.000,240.850,5.200,0.000,1.000,17.000
19/12/2006,18:47:00,1.844,0.000,237.460,7.600,0.000,0.000,17.000
19/12/2006,18:55:00,1.854,0.000,237.140,7.800,0.000,0.000,17.000
19/12/2006,20:39:00,2.17,0.296,243.940,9.400,0.000,26.000,0.000
20/12/2006,07:15:00,4.664,0.232,240.250,20.000,0.000,2.000,0.000
20/12/2006,08:37:00,1.59,0.146,241.430,6.600,0.000,1.000,18.000
20/12/2006,09:57:00,1.292,0.000,243.250,5.200,0.000,0.000,18.000
20/12/2006,10:38:00,1.27,0.000,241.200,5.200,0.000,0.000,18.000
20/12/2006,20:08:00,3.448,0.150,235.970,14.600,0.000,0.000,17.000
20/12/2006,20:36:00,3.572,0.308,237.000,15.000,0.000,1.000,18.000
21/12/2006,02:21:00,1.408,0.104,243.990,5.800,0.000,0.000,18.000
21/12/2006,04:21:00,0.31,0.110,243.520,1.400,0.000,0.000,0.000
21/12/2006,08:44:00,3.318,0.000,237.250,14.000,0.000,0.000,18.000
21/12/2006,09:31:00,1.574,0.000,240.480,6.600,1.000,3.000,18.000
21/12/2006,12:13:00,0.226,0.000,243.310,1.000,0.000,0.000,0.000
21/12/2006,18:39:00,2.772,0.058,233.760,11.800,0.000,1.000,17.000
22/12/2006,00:08:00,0.306,0.132,245.380,1.400,0.000,0.000,0.000
22/12/2006,03:40:00,0.284,0.116,244.830,1.200,0.000,1.000,0.000
22/12/2006,22:33:00,3.55,0.060,238.240,14.800,0.000,0.000,0.000
23/12/2006,00:40:00,2.308,0.058,241.960,9.400,0.000,0.000,0.000
23/12/2006,00:54:00,2.416,0.052,243.980,9.800,0.000,0.000,0.000
23/12/2006,01:56:00,2.286,0.056,240.910,9.400,0.000,0.000,0.000
23/12/2006,02:02:00,0.28,0.050,244.980,1.400,0.000,0.000,0.000
23/12/2006,05:05:00,3.224,0.048,242.270,13.600,0.000,0.000,18.000
23/12/2006,05:27:00,2.312,0.052,242.440,9.400,0.000,0.000,0.000
23/12/2006,06:25:00,0.806,0.202,242.310,4.800,0.000,0.000,0.000
23/12/2006,06:57:00,2.394,0.080,240.320,10.000,0.000,0.000,0.000
23/12/2006,08:47:00,3.69,0.000,239.320,15.400,0.000,0.000,17.000
23/12/2006,14:32:00,4.256,0.478,238.770,18.200,0.000,0.000,17.000
23/12/2006,14:49:00,2.702,0.354,241.760,11.600,0.000,0.000,18.000
23/12/2006,17:19:00,3.496,0.252,234.680,15.200,1.000,1.000,17.000
23/12/2006,21:18:00,4.294,0.240,238.790,18.000,0.000,0.000,18.000
23/12/2006,23:01:00,1.9,0.370,242.760,7.800,1.000,0.000,0.000
23/12/2006,23:49:00,8.57,0.096,237.240,36.200,1.000,0.000,17.000
23/12/2006,23:56:00,4.45,0.060,242.550,18.800,0.000,0.000,18.000
24/12/2006,01:44:00,1.412,0.000,240.340,6.000,2.000,0.000,18.000
24/12/2006,03:28:00,1.276,0.132,246.960,6.800,0.000,0.000,0.000
24/12/2006,06:47:00,3.23,0.062,244.350,13.200,0.000,0.000,0.000
24/12/2006,08:48:00,0.278,0.098,244.990,1.200,0.000,0.000,0.000
24/12/2006,12:51:00,1.648,0.320,235.620,7.000,0.000,0.000,0.000
24/12/2006,20:48:00,0.514,0.120,241.090,2.200,0.000,0.000,0.000
24/12/2006,21:21:00,0.592,0.244,240.320,2.600,0.000,2.000,0.000
25/12/2006,02:47:00,0.614,0.132,248.590,2.400,0.000,1.000,0.000
25/12/2006,22:39:00,5.416,0.056,236.670,22.800,37.000,0.000,0.000
26/12/2006,04:31:00,3.524,0.116,243.500,14.400,0.000,1.000,18.000
26/12/2006,07:59:00,3.978,0.066,236.260,16.800,0.000,0.000,17.000
26/12/2006,08:39:00,1.32,0.166,241.350,5.400,0.000,0.000,0.000
26/12/2006,08:50:00,2.162,0.178,238.300,9.000,0.000,0.000,18.000
26/12/2006,09:17:00,3.382,0.072,240.880,14.600,0.000,30.000,18.000
26/12/2006,13:47:00,2.496,0.064,241.190,10.400,0.000,0.000,18.000
26/12/2006,20:35:00,3.298,0.166,241.000,14.000,1.000,0.000,18.000
26/12/2006,21:34:00,4.424,0.092,239.720,18.400,38.000,0.000,17.000
26/12/2006,21:46:00,3.374,0.090,239.380,14.800,27.000,0.000,18.000
26/12/2006,23:18:00,1.262,0.000,249.110,5.200,0.000,0.000,0.000
27/12/2006,02:59:00,0.412,0.070,249.160,2.000,0.000,0.000,0.000
27/12/2006,03:49:00,0.4,0.000,247.330,1.800,0.000,0.000,0.000
27/12/2006,04:25:00,0.392,0.000,247.620,1.800,0.000,0.000,0.000
27/12/2006,05:41:00,1.522,0.000,246.010,6.200,0.000,0.000,19.000
27/12/2006,06:58:00,0.644,0.394,247.190,3.200,0.000,1.000,0.000
27/12/2006,07:37:00,1.642,0.356,239.840,7.000,0.000,0.000,0.000
27/12/2006,16:45:00,0.344,0.176,247.030,1.600,0.000,0.000,0.000
27/12/2006,22:25:00,1.228,0.000,242.250,5.000,0.000,0.000,0.000
27/12/2006,23:16:00,0.368,0.220,245.480,1.800,0.000,1.000,0.000
27/12/2006,23:58:00,0.234,0.058,246.300,1.000,0.000,0.000,0.000
28/12/2006,01:38:00,0.308,0.164,245.900,1.400,0.000,0.000,0.000
28/12/2006,06:30:00,0.24,0.060,246.910,1.000,0.000,0.000,0.000
28/12/2006,13:53:00,0.33,0.048,244.310,1.400,0.000,0.000,0.000
28/12/2006,17:21:00,2.112,0.000,236.670,8.800,0.000,0.000,18.000
28/12/2006,20:58:00,6.386,0.374,236.630,27.000,1.000,36.000,17.000
29/12/2006,03:21:00,2.43,0.114,244.440,9.800,0.000,0.000,0.000
29/12/2006,05:58:00,2.394,0.000,245.760,9.600,0.000,0.000,0.000
29/12/2006,06:15:00,2.478,0.152,245.700,10.000,0.000,0.000,0.000
29/12/2006,07:12:00,2.388,0.102,242.480,9.800,0.000,0.000,0.000
29/12/2006,09:32:00,3.35,0.000,240.840,13.800,0.000,0.000,18.000
29/12/2006,09:51:00,3.42,0.108,240.080,14.200,0.000,2.000,18.000
29/12/2006,12:16:00,1.306,0.000,241.420,5.400,0.000,0.000,18.000
29/12/2006,13:49:00,1.388,0.154,242.450,5.600,0.000,0.000,18.000
29/12/2006,19:19:00,1.256,0.136,234.950,5.400,0.000,0.000,0.000
29/12/2006,19:38:00,1.716,0.160,235.260,7.200,0.000,0.000,0.000
29/12/2006,20:50:00,3.414,0.116,234.070,14.600,36.000,1.000,0.000
30/12/2006,04:22:00,0.322,0.196,247.480,1.600,0.000,0.000,0.000
30/12/2006,06:44:00,1.358,0.054,247.140,5.400,0.000,0.000,19.000
30/12/2006,09:11:00,3.01,0.214,239.670,12.600,0.000,2.000,19.000
30/12/2006,13:42:00,1.406,0.122,242.320,5.800,0.000,0.000,18.000
30/12/2006,13:43:00,1.386,0.118,242.240,5.600,0.000,0.000,18.000
30/12/2006,17:05:00,2.47,0.538,237.600,10.600,0.000,2.000,17.000
30/12/2006,17:17:00,2.376,0.444,235.510,10.200,0.000,1.000,17.000
30/12/2006,18:00:00,2.602,0.234,234.120,11.200,0.000,0.000,17.000
30/12/2006,20:40:00,4.946,0.000,233.570,21.200,36.000,0.000,16.000
30/12/2006,22:08:00,2.448,0.138,239.020,10.200,0.000,1.000,0.000
30/12/2006,22:49:00,0.322,0.148,242.010,1.400,0.000,0.000,0.000
31/12/2006,02:56:00,0.294,0.162,246.790,1.400,0.000,2.000,0.000
31/12/2006,05:56:00,0.212,0.000,242.490,0.800,0.000,0.000,0.000
31/12/2006,09:12:00,2.27,0.000,240.000,9.400,0.000,0.000,0.000
31/12/2006,12:58:00,3.704,0.000,236.640,15.600,0.000,0.000,17.000
31/12/2006,14:04:00,3.444,0.000,239.010,14.400,0.000,0.000,17.000
31/12/2006,17:40:00,2.45,0.100,235.330,10.400,0.000,0.000,0.000
31/12/2006,18:00:00,2.452,0.062,236.300,10.400,0.000,0.000,0.000
31/12/2006,19:08:00,2.386,0.000,236.420,10.000,0.000,0.000,0.000
31/12/2006,20:36:00,2.372,0.000,236.280,10.000,0.000,0.000,0.000
31/12/2006,21:17:00,2.538,0.138,236.530,10.600,0.000,0.000,0.000
1/1/2007,03:05:00,2.666,0.262,242.910,11.000,0.000,1.000,0.000
1/1/2007,06:25:00,2.378,0.000,240.520,9.800,0.000,0.000,0.000
1/1/2007,09:47:00,3.54,0.118,240.140,14.600,0.000,0.000,17.000
1/1/2007,10:49:00,2.602,0.096,237.840,10.800,0.000,0.000,0.000
1/1/2007,11:54:00,2.522,0.000,237.500,10.600,0.000,0.000,0.000
1/1/2007,16:22:00,1.26,0.000,237.980,5.200,0.000,0.000,17.000
1/1/2007,16:31:00,1.27,0.000,238.980,5.200,0.000,0.000,17.000
1/1/2007,18:46:00,1.422,0.000,239.530,5.800,0.000,0.000,18.000
1/1/2007,21:22:00,0.362,0.000,239.540,1.400,0.000,0.000,0.000
2/1/2007,02:10:00,0.382,0.000,245.120,1.600,0.000,0.000,0.000
2/1/2007,02:46:00,0.48,0.184,246.380,2.000,0.000,0.000,0.000
2/1/2007,05:53:00,0.452,0.156,243.940,2.000,0.000,2.000,0.000
2/1/2007,07:09:00,0.37,0.000,242.610,1.400,0.000,0.000,0.000
2/1/2007,09:28:00,0.364,0.000,239.840,1.400,0.000,0.000,0.000
2/1/2007,14:36:00,0.492,0.186,246.870,2.000,0.000,0.000,0.000
2/1/2007,20:24:00,2.396,0.286,236.970,10.200,0.000,1.000,18.000
2/1/2007,20:49:00,2.508,0.406,238.680,10.600,0.000,0.000,17.000
2/1/2007,22:05:00,0.592,0.170,239.680,2.600,0.000,0.000,0.000
2/1/2007,22:45:00,0.622,0.220,244.990,2.800,0.000,2.000,0.000
2/1/2007,23:58:00,1.2,0.062,245.420,4.800,0.000,0.000,0.000
3/1/2007,04:19:00,0.356,0.206,247.240,1.600,0.000,0.000,0.000
3/1/2007,06:56:00,0.322,0.164,246.250,1.400,0.000,0.000,0.000
3/1/2007,15:44:00,0.26,0.080,246.640,1.200,0.000,0.000,0.000
3/1/2007,19:14:00,0.25,0.048,240.240,1.000,0.000,0.000,0.000
3/1/2007,22:51:00,1.65,0.064,243.650,7.000,0.000,0.000,12.000
3/1/2007,22:55:00,1.954,0.102,244.960,8.000,0.000,0.000,19.000
4/1/2007,00:25:00,5.554,0.116,239.790,23.000,1.000,38.000,0.000
4/1/2007,00:52:00,2.722,0.104,236.300,11.400,1.000,0.000,0.000
4/1/2007,00:55:00,2.652,0.000,237.050,11.200,1.000,0.000,0.000
4/1/2007,05:48:00,2.324,0.000,241.960,9.600,0.000,0.000,0.000
4/1/2007,08:29:00,2.33,0.106,238.690,9.600,0.000,0.000,0.000
4/1/2007,09:58:00,2.254,0.000,238.020,9.400,0.000,0.000,17.000
4/1/2007,13:02:00,2.984,0.182,240.390,12.600,0.000,28.000,17.000
4/1/2007,14:18:00,1.55,0.166,242.410,6.400,0.000,0.000,17.000
4/1/2007,14:35:00,4.196,0.000,238.750,17.400,0.000,0.000,17.000
4/1/2007,16:52:00,3.904,0.000,236.190,16.400,0.000,36.000,17.000
4/1/2007,18:18:00,3.028,0.172,236.780,12.800,0.000,5.000,17.000
4/1/2007,18:47:00,2.422,0.000,236.920,10.200,0.000,0.000,17.000
4/1/2007,20:04:00,2.02,0.292,237.870,8.400,0.000,0.000,0.000
4/1/2007,20:25:00,1.448,0.236,238.030,6.200,0.000,1.000,0.000
4/1/2007,21:56:00,0.37,0.096,238.960,1.600,0.000,0.000,0.000
5/1/2007,03:09:00,2.348,0.000,243.310,9.600,0.000,0.000,0.000
5/1/2007,05:24:00,2.328,0.000,242.280,9.600,0.000,0.000,0.000
